fila_excel;bloque;codigo_excel;codigo_esperado;descripcion_excel;fuera_pmo;estado;codigo_en_nuestra_base;nombre_en_nuestra_base;parecido;raices_comunes
154;NN;171;660171;Coagulograma básico, incluye consumo de protrombina KPTT, recuento de plaquetas, coagulación, sangría y tiempo de protombina. En urgencia sumar código 999. Incluye 169-746-769-771-887;;esta (mismo codigo, nombre distinto);660171;COAGULOGRAMA;0.1;1
166;NN;183;660183;Conn y Fajans. Prueba de;X;esta (mismo codigo, nombre distinto);660183;COOMBS DIRECTA MONOESPECÍFICA, PRUEBA DE (c/u);0.0;0
171;NN;188;660188;Cuproporfirinas.;;esta (mismo codigo, nombre distinto);660188;COPROPORFIRINAS o PORFIRINAS - materia fecal;0.0;0
214;NN;245;660245;Cherdiak, reacción de;X;esta (mismo codigo, nombre distinto);660245;CHAGAS, SEROLOGÍA - CONFIRMATORIO;0.0;0
229;NN;264;660264;De Tackets, prueba de (resistencia a la Heparina *in vivo*).;X;esta (mismo codigo, nombre distinto);660264;DESCARTABLE, MATERIAL COMPLEMENTARIO (DMC).;0.0;0
230;NN;265;660265;Dick intradermorreacción (estreptococos).;X;esta (mismo codigo, nombre distinto);660265;DESCARTABLES MATERIAL DE BIOSEGURIDAD;0.0;0
237;NN;272;660272;Domicilio. Extracción a (solo podrá facturarse si la extración se realiza en el domicilio habitual del paciente).;X;esta (mismo codigo, nombre distinto);660272;DOMICILIO EN RADIO URBANO - HASTA DOS (2) Kms.;0.09;1
238;NN;273;660273;domicilio. Por kilómetro. Recorrido fuera del radio urbano.;X;esta (mismo codigo, nombre distinto);660273;DOMICILIO A MAS DE DOS (2) Kms. - ADICIONAL por c/Km.;0.14;1
266;NN;307;660307;Etanól, tóxico en sangre.;;esta (mismo codigo, nombre distinto);660307;ETANOL, ALCOHOL ETÍLICO - urinario. (ALCOLURIA);0.14;1
298;NN;351;660351;Floururia.;;esta (mismo codigo, nombre distinto);660351;FLUORURIA.;0.0;0
317;NN;370;660370;FSH.(por radioinmunoensayo).;;esta (mismo codigo, nombre distinto);660370;FSH - HORMONA FOLÍCULO ESTIMULANTE.;0.0;0
318;NN;371;660371;FTA/ABS. Inmunofluorescencia.;;esta (mismo codigo, nombre distinto);660371;FTA/ ABS (IFI - ELISA) SIFILIS y TPHA.;0.0;0
336;NN;408;660408;Globulina gamma en suero.;X;esta (mismo codigo, nombre distinto);660408;GLOBULOS BLANCOS, RECUENTO y FORMULA - materia fecal.;0.12;1
493;NN;600;660600;Latex. Leptospiras.;;esta (mismo codigo, nombre distinto);660600;LEPTOSPIRAS, INVESTIGACIÓN DE (fondo oscuro o coloraciones) - urinaria;0.17;1
505;NN;612;660612;LH (por radioinmunoensayo).;;esta (mismo codigo, nombre distinto);660612;LH - HORMONA LUTEINIZANTE;0.0;0
516;NN;623;660623;Litio plasmático.;;esta (mismo codigo, nombre distinto);660623;LITIO (Li) (ISE - Ión selectivo - Fotometría de llama o fotometría de emisión);0.17;1
605;NN;741;660741;PH. Incluido en 711-931;;esta (mismo codigo, nombre distinto);660741;PH - líquidos biológicos.;0.0;0
606;NN;742;660742;PH. en sangre titulación potenciométrica.;;esta (mismo codigo, nombre distinto);660742;PH - sanguíneo;0.0;0
626;NN;762;660762;Proteínas fraccionadas, albúminas globulinas. En urgencia sumar código 999. Incluye 763. Incluido en  481-764;X;esta (mismo codigo, nombre distinto);660762;PROTEINA C REACTIVA -PCR-(SEMI CUANTITATIVA;0.14;1
655;NN;813;660813;RH. En urgencia sumar código 999;;esta (mismo codigo, nombre distinto);660813;Rho FACTOR - GRUPO SANGUINEO.;0.0;0
727;NN;902;660902;Uremia. En urgencia sumar código 999;;esta (mismo codigo, nombre distinto);660902;UREA, sérica.;0.0;0
729;NN;904;660904;Uricemia.;;esta (mismo codigo, nombre distinto);660904;ÚRICO, ÁCIDO - sérico.;0.0;0
758;NN;933;660933;V.D.R.L. cualitativa. Incluido en 934;X;esta (mismo codigo, nombre distinto);660933;V D R L / USR;0.0;0
13;NN;8;660008;Adenograma.;X;esta (otro codigo);662435;ADENOVIRUS, Ac. IgM, Anti;1.0;1
26;NN;21;660021;Alfa feto proteinas cross electroforesis.;X;esta (otro codigo);660020;ALFA FETO PROTEINA (AFP);0.6;3
31;NN;26;660026;Aminoacidos sobrecarga.;X;esta (otro codigo);668024;PARA AMINOFENOL;0.5;1
42;NN;37;660037;Antibiograma Bacilo de Koch (tres antibióticos).;X;esta (otro codigo);660036;ANTIBIOGRAMA BACILO DE KOCH (7) siete antibióticos.;0.6;3
50;NN;45;660045;Anticuerpos antifracción microsomal de tiroides, por inmunofluorescencia.;X;esta (otro codigo);660044;ANTICUERPOS ANTIFRACCION MICROSOMAL DE TIROIDES (IFI);0.75;3
52;NN;47;660047;Anticuerpos, antitiroglobulina, inmunofluorescencia.;X;esta (otro codigo);660046;ANTICUERPOS ANTITIROGLOBULINA (ATG);0.5;1
67;NN;62;660062;Autovacuna de materia fecal.;X;esta (otro codigo);660736;PARASITOLOGICO en MATERIA FECAL.;0.5;2
96;NN;106;660106;Bacteriología directa y cultivo sin identificación de gérmenes. Esta incluido 35-105-187-532-468;X;esta (otro codigo);660105;BACTERIOLOGICO, DIRECTO-CULTIVO e IDENTIFICACIÓN del GÉRMEN;1.0;5
102;NN;112;660112;Bilis, microscópia de;X;esta (otro codigo);667520;MICROSPORIDIA INVESTIGACIÓN;0.5;1
128;NN;145;660145;Células de Milani.;X;esta (otro codigo);663546;CELULAS LE;0.5;1
129;NN;146;660146;Células L.E. (Médula).;X;esta (otro codigo);660657;MEDULOGRAMA.;0.5;1
130;NN;147;660147;Células L.E. (sangre).;X;esta (otro codigo);663546;CELULAS LE;0.5;1
132;NN;149;660149;Células titilantes.;X;esta (otro codigo);663546;CELULAS LE;0.5;1
136;NN;153;660153;Cetoglutárico, ácido (Alfa).;X;esta (otro codigo);662102;ÁCIDO ALFA CETÓNICO;0.5;2
138;NN;155;660155;17 -Cetoesteroides fraccionados- cromatografía.;X;esta (otro codigo);660025;AMINOÁCIDOS FRACCIONADOS (Cromatografía - por fracción) -cualitativo;0.5;2
145;NN;162;660162;Cistina aminopeptidasa (CAP).;X;esta (otro codigo);663683;CISTINA;0.5;1
148;NN;165;660165;Citología vaginal hormonal (cuatro muestras).;X;esta (otro codigo);660164;CITOLOGIA EXFOLIATIVA - VAGINAL HORMONAL (por cada muestra);0.67;4
168;NN;185;660185;Coombs indirecta, cualitativa. En urgencia sumar código 999.;;esta (otro codigo);660186;COOMBS INDIRECTA;0.67;2
286;NN;339;660339;Fenilpirúvico. Acido cualitativo en orina.;X;esta (otro codigo);660340;FENILPIRUVICO, ÁCIDO - urinario (cualitativo);0.5;2
288;NN;341;660341;Fenilsulfonftaleína. Prueba (función renal).;X;esta (otro codigo);666711;INDICE de FUNCIÓN RENAL;0.5;2
295;NN;348;660348;Fijación de complemento para brucelas.;X;esta (otro codigo);663170;BRUCELOSIS (Fijación de Complemento);1.0;3
319;NN;372;660372;FTA/200. Inmunofluorescencia.;X;esta (otro codigo);660535;INMUNOELECTROFORESIS.;1.0;1
334;NN;406;660406;Gastroionograma. Incluye extraccion.;X;esta (otro codigo);660405;GASTRINA, sérica.;0.5;1
349;NN;421;660421;Glucoronidasa beta.;X;esta (otro codigo);663042;Beta GLUCOCEREBROSIDASA;1.0;2
359;NN;431;660431;Grasas. Materia fecal. Cualitativo.;X;esta (otro codigo);660432;GRASAS, CUANTITATIVO (Van de Kamer) - materia fecal;0.75;3
397;NN;473;660473;hemoglobina, solubilidad.;X;esta (otro codigo);660470;HEMOGLOBINA, DOSAJE DE (Hb);0.5;1
406;NN;482;660482;Hidatidosis. Intradermorreacción.;X;esta (otro codigo);660483;HIDATIDOSIS (HAI);0.5;1
414;NN;490;660490;Histoplasmina.;;esta (otro codigo);666238;HISTONA, Ac. Anti;1.0;1
452;NN;545;660545;Iodo protéico.;X;esta (otro codigo);660767;PROTEINURIA.;0.5;1
468;NN;571;660571;Kahn cuantitativa.;X;esta (otro codigo);660934;V D R L CUANTITATIVA – USR  CUANTITATIVA;0.5;1
488;NN;595;660595;Láctico dehidrogenasa isoenzimas (LH1 y LH5).;X;esta (otro codigo);660596;LÁCTICO DEHIDROGENASA ISOENZIMAS - LDH Isoenzimas.;1.0;3
494;NN;601;660601;Latex. Tiroglobulina.;X;esta (otro codigo);669443;TIROGLOBULINA (TGs);0.5;1
498;NN;605;660605;Leishmaniasis. Intradermorreacción.;X;esta (otro codigo);666975;LEISHMANIA, Ac. Anti;0.5;1
500;NN;607;660607;Leucoaglutinación, inhibición de.;;esta (otro codigo);666811;INHIBIDOR DEL TPA;0.5;1
502;NN;609;660609;Leucoprecipitinas.;;esta (otro codigo);660354;FORMULA LEUCOCITARIA.;0.5;1
510;NN;617;660617;Lipoproteína beta.;X;esta (otro codigo);667187;LIPOPROTEINA a - Lp(a);0.5;1
538;NN;655;660655;Málico dehidrogenasa.;X;esta (otro codigo);664340;DEHIDROEPIANDROSTERONA;0.5;1
559;NN;676;660676;Mucosemen cruzado.;X;esta (otro codigo);667621;MUCOSEMEN CRUZADO (método microscópico);0.67;2
572;NN;701;660701;Nefa (ácidos grasos no esterificados).;X;esta (otro codigo);662379;ÁCIDOS GRASOS NO ESTERIFICADOS (NEFA);1.0;4
599;NN;735;660735;Parasitilógico de materia fecal, 2 muestras.;X;esta (otro codigo);660736;PARASITOLOGICO en MATERIA FECAL.;0.75;3
675;NN;840;660840;Somatotrofina. (Por radioinmunoensayo);X;esta (otro codigo);660841;SOMATOTROFINA (STH);0.5;1
716;NN;881;660881;Tromboalutininas, inhibición de;X;esta (otro codigo);666811;INHIBIDOR DEL TPA;0.5;1
717;NN;882;660882;Tromboelastrograma.;X;esta (otro codigo);660879;TROMBINA, PRUEBA DE GENERACIÓN DE LA;0.5;1
718;NN;883;660883;Tromboplastina. Prueba de la generación de la (Bigg y Douglas);X;esta (otro codigo);660879;TROMBINA, PRUEBA DE GENERACIÓN DE LA;0.5;2
734;NN;909;660909;Urocitograma. Un ciclo.;X;esta (otro codigo);660907;UROCITOGRAMA;0.5;1
70;NO NN;67;;ACIDO OXALICO EN ORINA;X;esta (otro codigo);662296;ÁCIDO OXALICO - sérico;0.5;2
71;NO NN;68;;ACIDO SIALICO;X;esta (otro codigo);662341;ÁCIDO SIALICO;1.0;2
72;NO NN;69;;ANTICUERPOS ANTICORE POR RAI;X;esta (otro codigo);662709;ANTICOAGULANTE LÚPICO;0.5;1
73;NO NN;73;;ADRENALINA O NORADRENALINA S O C/U;X;esta (otro codigo);663486;CATECOLAMINAS PLASMÁTICAS C/U (Adrenalina / Noradrenalina);0.5;2
74;NO NN;76;;ADHESIVIDAD PLAQUETARIA;X;esta (otro codigo);668358;PLAQUETARIA ADHESIVIDAD;1.0;2
75;NO NN;77;;AGREGACION PLAQUETARIA;X;esta (otro codigo);668366;PLAQUETARIA AGREGACION (con 6 inductores);0.67;2
76;NO NN;78;;AGREGACION PLAQUETARIA C/AC ARAQUIDONICO;X;esta (otro codigo);668366;PLAQUETARIA AGREGACION (con 6 inductores);0.5;2
77;NO NN;79;;ANTICUERPOS ANTI-MUSCULO ESTRIADO;X;esta (otro codigo);667631;MUSCULO ESTRIADO, Ac. Anti;1.0;2
78;NO NN;80;;ANTICUERPOS ANTI-INSULINA;X;esta (otro codigo);660543;INSULINA.;1.0;1
79;NO NN;85;;HEPATITS B AG (HBS AC) RIA O ELISA;;esta (otro codigo);660481;HEPATOGRAMA.;1.0;1
80;NO NN;86;;TIROGLOBULINA;X;esta (otro codigo);669443;TIROGLOBULINA (TGs);1.0;1
81;NO NN;87;;HEPATITIS B AC (HBS AC) RIA O ELISA;;esta (otro codigo);660481;HEPATOGRAMA.;1.0;1
82;NO NN;88;;HEPATITIS A-ANTI CORE IGM/IGG RIA/ELISA;X;esta (otro codigo);661080;"HEPATITIS B, Ac. Anti- ""Core"" IgG (HBc -IgG )";1.0;2
83;NO NN;89;;HEPATITIS B (HBE AG) RIA O ELISA;;esta (otro codigo);660481;HEPATOGRAMA.;1.0;1
84;NO NN;91;;HEPATITIS A-ANTI HVA IGM/IGG RIA/ELISA;;esta (otro codigo);660481;HEPATOGRAMA.;1.0;1
85;NO NN;92;;HEPATITS B (HBE AC) RIA O ELISA;;esta (otro codigo);660481;HEPATOGRAMA.;1.0;1
86;NO NN;93;;HEPATITS DELTA ANTIC IGG/IGM ELISA C/U;X;esta (otro codigo);665993;HEPATITIS DELTA, Ac. IgM Anti;1.0;2
87;NO NN;95;;ANTIGENO PROSTATICO ESPECIFICO;;esta (otro codigo);661000;ANTIGENO PROSTATICO ESPECÍFICO TOTAL - PSA-t;1.0;2
88;NO NN;96;;APOLIPOPROTEINAS;X;esta (otro codigo);662810;APOLIPOPROTEINA A (ApoA);0.5;1
89;NO NN;99;;HIDROXIPROGESTERONA 17;X;esta (otro codigo);666204;HIDROXIPIRENO;1.0;1
105;NO NN;115;;AC.ANT.HEPATITIS C ELISA P/DADORES;X;esta (otro codigo);660481;HEPATOGRAMA.;0.5;1
106;NO NN;116;;ADENOVIRUS ANTIC. ESPECIFICOS FC;X;esta (otro codigo);662435;ADENOVIRUS, Ac. IgM, Anti;1.0;1
107;NO NN;117;;ADENOVIRUS ANTIC ESPECIFICOS IFI;X;esta (otro codigo);662435;ADENOVIRUS, Ac. IgM, Anti;1.0;1
108;NO NN;118;;ADENOVIRUS ANTIC IGM/IGG IFI C/U;X;esta (otro codigo);662435;ADENOVIRUS, Ac. IgM, Anti;1.0;1
109;NO NN;119;;ADENOVIRUS ANTIG IGM/IGG IP C/U;X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.5;1
111;NO NN;121;;GLOBULINA LIGADORA DE CORTICOIDES (CBG);X;esta (otro codigo);665640;GLOBULINA LIGADORA DE CORTICOIDES (CBG);1.0;3
112;NO NN;126;;BRUCELOSIS ANTIC IGG/IGM IFI C/U;X;esta (otro codigo);663162;BRUCELOSIS (IFI);1.0;1
181;NO NN;198;;GLUCAGON PLASMATICO;X;esta (otro codigo);665657;GLUCAGÓN, Plasmático;1.0;2
182;NO NN;199;;FOSFATASA OSEA (RIA);X;esta (otro codigo);665349;FOSFATASA ALCALINA OSEA (RIA);0.67;2
183;NO NN;200;;COLESTEROL HDL - LDL;;esta (otro codigo);660174;COLESTEROL TOTAL;1.0;1
184;NO NN;207;;DELTA 4 ANDROSTENEDIONA;X;esta (otro codigo);662675;ANDROSTENEDIONA, Delta 4- (∆4);1.0;2
186;NO NN;212;;CLEARENCE MF DE ALFA ANTITRIPSINA;X;esta (otro codigo);662495;Alfa 1 ANTITRIPSINA, CLEARENCE de (α1 AT - Clearence) - M.F. / sérica.;0.75;3
188;NO NN;214;;CITOMEGALOVIRUS ANTIC FC;X;esta (otro codigo);661025;CITOMEGALOVIRUS, Ac. IgG Anti- (CMV-IgG);1.0;1
189;NO NN;215;;CITOMEGALOVIRUS ANTIC IGM/IGG O ELISA;;esta (otro codigo);661025;CITOMEGALOVIRUS, Ac. IgG Anti- (CMV-IgG);1.0;1
190;NO NN;216;;INMUNOFLUORESCENCIA PARA BRUCELAS;X;esta (otro codigo);660535;INMUNOELECTROFORESIS.;0.5;1
194;NO NN;223;;CORTISOL LIBRE URINARIO;X;esta (otro codigo);664008;CORTISOL LIBRE - urinario (CLU);1.0;3
195;NO NN;224;;AGREGACION PLAQUETARIA CON COLAGENO;X;esta (otro codigo);668366;PLAQUETARIA AGREGACION (con 6 inductores);0.5;2
196;NO NN;225;;AGREGACION PLAQUETARIA CON RISTOCETINA;X;esta (otro codigo);668366;PLAQUETARIA AGREGACION (con 6 inductores);0.5;2
197;NO NN;226;;ANDROSTENODIONA;X;esta (otro codigo);662675;ANDROSTENEDIONA, Delta 4- (∆4);0.5;1
198;NO NN;227;;ANTICUERPOS ANTI CELULAS PARIETALES;X;esta (otro codigo);663555;CELULAS PARIETALES, Ac. Anti-;1.0;2
200;NO NN;229;;ANTICUERPOS ANTI ERITROCITOS;X;esta (otro codigo);660297;ERITROSEDIMENTACION;1.0;1
201;NO NN;230;;ANTICUERPOS ANTI MUCOSA GASTRICA;X;esta (otro codigo);667623;MUCOSA GÁSTRICA, Ac. Anti-;1.0;2
204;NO NN;233;;ANTICUERPOS ANTI RETICULINA (ARA);X;esta (otro codigo);668836;RETICULINA, Ac. Anti- (ARA);1.0;1
205;NO NN;234;;ANTICUERPOS ANTI CENTROMERO;X;esta (otro codigo);663563;CENTROMERO, Ac. Anti;1.0;1
207;NO NN;238;;ANTICUERPOS ANTI RETINA;X;esta (otro codigo);668845;RETINA, Ac. Anti;1.0;1
208;NO NN;239;;ANTIC CONTRARECEPTORES ACETILCOLINA;X;esta (otro codigo);662017;ACETILCOLINA;0.5;1
209;NO NN;240;;COMPLEJOS INMUNOCIRCULARES (CIC);X;esta (otro codigo);663914;COMPLEJOS INMUNOCIRCULANTES (CIC);1.0;2
217;NO NN;250;;ANTICUERPOS ANTIMIOCARDIO;X;esta (otro codigo);660055;ANTIMITOCONDRIALES , ANTICUERPOS (AMA);1.0;1
220;NO NN;255;;BETA GALACTOSIDASA;X;esta (otro codigo);663034;Beta GALACTOSIDASA;1.0;2
221;NO NN;256;;BLASTOMYCES DERMATITIDIS AC (FASE LEV)FC;X;esta (otro codigo);663085;BLASTOMYCES DERMATITIDIS, Ac (Fase Lev);1.0;3
222;NO NN;257;;BLASTOMYCES DERMATITIDIS AC (FASE LEV)ID;X;esta (otro codigo);663085;BLASTOMYCES DERMATITIDIS, Ac (Fase Lev);1.0;3
225;NO NN;260;;BORDETELLA PERTUSIS ANTIG IFI;X;esta (otro codigo);663102;BORDETELLA PERTUSIS, Ac. IgG Anti;0.67;2
239;NO NN;274;;BRUCELOSIS HUDDELSON C/2 MERCAPTOETANOL;X;esta (otro codigo);663159;BRUCELLAS, TEST DE WRIGHT, con 2-Mercaptoetanol (W-2ME);0.5;2
240;NO NN;275;;CALCULO URINARIO EXM CRISTALOGRAFICO;X;esta (otro codigo);660138;CALCULO - urinario.;0.67;2
241;NO NN;276;;CALCULO URINARIO EXM DIFRACCION RX;X;esta (otro codigo);660138;CALCULO - urinario.;0.67;2
242;NO NN;277;;CANDIDA ALBICANS ANTIC ID;X;esta (otro codigo);663324;CANDIDA ALBICANS, Ac. Totales;0.67;2
243;NO NN;278;;DOSAJE DE ENZIMA CONVERTIDORA;X;esta (otro codigo);664700;ENZIMA CONVERTIDORA de ANGIOTENSINA (ECA);0.67;2
245;NO NN;280;;ADENOVIRUS (ADV) ANTIG ESP EN LCR (FC);X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.5;1
246;NO NN;281;;ADENOCIRUS (ADV) ANTIGENO AC MN (IFI);X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.5;1
247;NO NN;282;;CITOMEGALOVIRUS ANTIG AC MN (IFI);X;esta (otro codigo);663717;CITOMEGALOVIRUS, ANTIGENEMIA (CMV - PP65);0.67;2
249;NO NN;284;;DEHIDROEPIANDROSTERONA SULFATO (DHEA);X;esta (otro codigo);660262;DEHIDROEPIANDROSTERONA, SULFATO - DHEA-S.;1.0;3
270;NO NN;312;;CITOMEGALOVIRUS ANTIG. EA AC MN (IFI);X;esta (otro codigo);663717;CITOMEGALOVIRUS, ANTIGENEMIA (CMV - PP65);0.67;2
271;NO NN;322;;CITOMEGALOVIRUS (CMV) IGG-IFI O ELISA;;esta (otro codigo);661025;CITOMEGALOVIRUS, Ac. IgG Anti- (CMV-IgG);1.0;1
272;NO NN;323;;CICLOSPORINA A;X;esta (otro codigo);663674;CICLOSPORINA A - sérica;0.5;1
321;NO NN;379;;FERRITINA;X;esta (otro codigo);665230;FERRITINA;1.0;1
322;NO NN;384;;FOSFATASA ACIDA PROSTATICA (RIA);X;esta (otro codigo);660355;FOSFATASA ACIDA PROSTATICA (EFM).;1.0;3
323;NO NN;395;;COCCIDIODES INMITIS AC (F.MICELIAL) FC;X;esta (otro codigo);663854;COCCIDIOIDES INMITIS, Ac. Anti- CIE;0.67;2
324;NO NN;396;;COCCIDIODES INMITIS ANTIC-CIE;X;esta (otro codigo);663854;COCCIDIOIDES INMITIS, Ac. Anti- CIE;1.0;2
325;NO NN;397;;COFACTOR DE RISTOCETINA;X;esta (otro codigo);663905;COFACTOR DE RISTOCETINA;1.0;2
328;NO NN;400;;HERPES SIMPLE I/II AG AC MN (IFI);X;esta (otro codigo);666037;HERPES SIMPLEX, 1 / 2 - PCR;1.0;2
362;NO NN;434;;HIV 1 ANTI P24 (CORE)Y ANTI GP41 (IGG);X;esta (otro codigo);666272;HIV 1 ANTI-P-24 (core);0.5;1
364;NO NN;438;;GONADOT. CORIONICA SUB BETA CUANTITATIVA;;esta (otro codigo);661175;SUBUNIDAD BETA de GONADOTROFINA CORIONICA β-HCG β (cuantitativa) - HCG o - Sub;0.8;4
365;NO NN;440;;INFLUENZA A/B AG/AC/MN (IFI);X;esta (otro codigo);666734;INFLUENZA A, Ac. IgG Anti;1.0;1
366;NO NN;441;;PAPILOMA VIRUS AG ESTRACTO TEJ (PAP);X;esta (otro codigo);668007;PAPILOMA VIRUS HUMANO - HPV;0.5;2
367;NO NN;442;;PAPILOMA VIRUS IFD-MN;X;esta (otro codigo);668007;PAPILOMA VIRUS HUMANO - HPV;0.67;2
369;NO NN;445;;COOMBS MONOESPECIFICA IG A IGG/IGM;X;esta (otro codigo);660183;COOMBS DIRECTA MONOESPECÍFICA, PRUEBA DE (c/u);0.67;2
370;NO NN;446;;PARAINFLUENZA I/II/III/IV AG AC MN (IFI);X;esta (otro codigo);668135;PARAINFLUENZA I, Ac. Anti;1.0;1
371;NO NN;447;;PAROTIDITIS AC ESP. IGG (ELISA);X;esta (otro codigo);668178;PAROTIDITIS, Ac. IgG Anti;1.0;1
372;NO NN;448;;CORIOMENINGITIS ANTIG EN LCR FC;X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.5;1
374;NO NN;450;;PAROTIDITIS AG EN LCR (FC);X;esta (otro codigo);668178;PAROTIDITIS, Ac. IgG Anti;1.0;1
375;NO NN;451;;PAROTIDITIS AC VIRAL (FC);X;esta (otro codigo);668178;PAROTIDITIS, Ac. IgG Anti;0.5;1
376;NO NN;452;;PAROTIDITIS AC SOLUBLES (FC);X;esta (otro codigo);668204;PAROTIDITIS, Ac. solubles;1.0;2
379;NO NN;455;;COXSACKIE B1/2/3/4/5/6 ANTIG EN LCR FC;X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.5;1
384;NO NN;460;;ROTAVIRUS AG AC MN (ELISA);X;esta (otro codigo);668930;ROTAVIRUS - AG -AC- MN (ELISA);1.0;1
419;NO NN;495;;ROTAVIRUS AG EN MATERA FECAL;X;esta (otro codigo);660736;PARASITOLOGICO en MATERIA FECAL.;0.5;2
420;NO NN;497;;TIROXINA LIBRE T4L;;esta (otro codigo);660867;TIROXINA EFECTIVA - LIBRE (FT4 / T4L);0.67;2
421;NO NN;498;;HIDATIDOSIS IFI;X;esta (otro codigo);660483;HIDATIDOSIS (HAI);1.0;1
422;NO NN;500;;HEMOGLOBINA GLICOSILADA;;esta (otro codigo);661070;HEMOGLOBINA GLICOSILADA (Hb A1C);1.0;2
423;NO NN;504;;SARAMPION AG AC MN (IFI);X;esta (otro codigo);668982;SARAMPION, Ac. IgG Anti;1.0;1
424;NO NN;509;;HERPES SIMPLE I/II ANTIC FC;X;esta (otro codigo);666037;HERPES SIMPLEX, 1 / 2 - PCR;1.0;2
425;NO NN;510;;HERPES SIMPLE I/II AC IGG/IGM IFI-E;X;esta (otro codigo);666037;HERPES SIMPLEX, 1 / 2 - PCR;1.0;2
427;NO NN;515;;DOSAJE DE HB A2-HEMOGLOBINA A2;X;esta (otro codigo);660470;HEMOGLOBINA, DOSAJE DE (Hb);1.0;1
428;NO NN;518;;DEHIDROTESTOTERONA (DHT);X;esta (otro codigo);664340;DEHIDROEPIANDROSTERONA;1.0;1
429;NO NN;520;;DETECCION DE INHIBIDORES;X;esta (otro codigo);666811;INHIBIDOR DEL TPA;0.5;1
431;NO NN;524;;SARAMPION AG LCR-FC;X;esta (otro codigo);668982;SARAMPION, Ac. IgG Anti;1.0;1
432;NO NN;525;;ANTICOAGULANTE LUPICO;X;esta (otro codigo);662709;ANTICOAGULANTE LÚPICO;1.0;2
433;NO NN;526;;ANTICUERPO ANTIGLIADINA IGG/IGA C/U;X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);1.0;1
435;NO NN;528;;UEREAPLASMA UREALITICO A CULTIVO;X;esta (otro codigo);669759;UREAPLASMA UREALÍTICUM (Cultivo).;0.5;2
436;NO NN;529;;VARICELA ZOSTER AG LCR-FC;X;esta (otro codigo);669810;VARICELA ZOSTER, Ac. IgM Anti;1.0;2
457;NO NN;550;;DOPAMINA TOTAL O LIBRE;X;esta (otro codigo);664512;DOPAMINA LIBRE - urinaria;0.67;2
460;NO NN;555;;ASPERGILLIUS AC (CIE);X;esta (otro codigo);662846;ASPERGILLIUS, Ac. Anti;1.0;1
461;NO NN;556;;IGE ESPECIFICAS;X;esta (otro codigo);666606;IgE ESPECÍFICA - INMUNOGLOBULINA E ESPECÍFICA.;0.5;1
463;NO NN;560;;IgE ESPECIFICA (CADA UNO)RIA;X;esta (otro codigo);666606;IgE ESPECÍFICA - INMUNOGLOBULINA E ESPECÍFICA.;0.5;1
464;NO NN;561;;INMUNOG. DE SUP.P/LINFOCITOS B- MIF;X;esta (otro codigo);666845;INMUNOFENOTIPO-SUBPOBLACIONES LINFOCITAR;0.67;2
466;NO NN;563;;INSECTICIDAS FOSFORADOS-C.G.;X;esta (otro codigo);665452;FOSFOLIPIDOS, Ac. IgG Anti;0.5;1
467;NO NN;570;;COCCIDIODES INMITIS AC BANDA F (ID);X;esta (otro codigo);663837;COCCIDIOIDES INMITIS, Ac. Anti- BANDA F;1.0;3
472;NO NN;575;;COCCIDIODES INMITIS AC BANDA TP (ID);X;esta (otro codigo);663837;COCCIDIOIDES INMITIS, Ac. Anti- BANDA F;1.0;3
474;NO NN;577;;DOSAJE DE ANTITRIPSINA (INMULOG);X;esta (otro codigo);660046;ANTICUERPOS ANTITIROGLOBULINA (ATG);0.5;1
475;NO NN;578;;DOSAJE DE ANTITRIPSINA / ANTITROMBINA III (INMULOG);X;esta (otro codigo);660046;ANTICUERPOS ANTITIROGLOBULINA (ATG);0.5;1
476;NO NN;579;;ANTIC.ANTICARDIOLIPINA IGG/IGM;X;esta (otro codigo);662709;ANTICOAGULANTE LÚPICO;0.5;1
480;NO NN;586;;DOSAJE DE MACROBULINA (INMULOG);X;esta (otro codigo);667278;MACROAMILASA;0.5;1
481;NO NN;588;;ECHO COXSACLIE ANT.ESPEC.FC;X;esta (otro codigo);664563;ECHO COXSACKIE, 1-6 Ac. IgG Anti;0.67;2
482;NO NN;589;;ENCEFALITIS ANTIG (LCR)FC;X;esta (otro codigo);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.5;1
517;NO NN;624;;COXIELLA BURNETTI (FIEBRE Q)AC ESPECIFC.;X;esta (otro codigo);664050;COXIELLA BURNETTI, Ac. IgG Anti;0.5;2
518;NO NN;625;;COXIELLA BURNETTI AC IGG/IGM IFI;X;esta (otro codigo);664050;COXIELLA BURNETTI, Ac. IgG Anti;1.0;2
519;NO NN;627;;LISTERIA MONOCYTOGENES AC-FC;X;esta (otro codigo);667238;"LISTERIA MONOCITÓGENES  ""O"" Y ""H""";1.0;2
520;NO NN;629;;LE Hemoaglutinacion;X;esta (otro codigo);660467;HEMOAGLUTINOGENOS A2 C/ U;1.0;1
